hmdb51/v_Goal_1__2_kick_ball_f_cm_np1_fr_goo_2,3
hmdb51/v_Updatedvideoofmeshootingteamusaarchery_shoot_bow_u_nm_np1_ba_med_7,10
hmdb51/v_100_pullups_pullup_f_nm_np1_fr_med_2,4
hmdb51/v_Klettern_by_Kurt_Hackner_climb_f_cm_np1_ba_med_0,0
hmdb51/v_MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_2,10
hmdb51/v_Fencing_Epee_fencing_f_cm_np2_le_bad_0,1
hmdb51/v_Two_Towers_6_punch_u_cm_np1_fr_bad_5,5
hmdb51/v_BoxingTipsHowtoMakeKnucklesStronger_punch_u_cm_np1_ri_goo_4,5
hmdb51/v_Pushups___The_Hardway!!!_Shaolin_Style_pushup_f_cm_np1_le_med_2,6
hmdb51/v_TheLastManOnearth_walk_f_nm_np1_fr_med_21,11
hmdb51/v_50_FIRST_DATES_punch_f_nm_np1_ri_med_16,5
hmdb51/v_Fahrrad_Eigenbau_ride_bike_f_cm_np1_le_med_1,7
hmdb51/v_Goal_1__2_kick_ball_f_cm_np3_ri_med_3,3
hmdb51/v_Updatedvideoofmeshootingteamusaarchery_shoot_bow_u_cm_np1_ba_med_6,10
hmdb51/v_Rapier_and_Rotella_Shield_Second_Bout_Nick_vs__Gareth_fencing_f_cm_np2_le_bad_4,1
hmdb51/v_CharlieAndTheChocolateFactory_punch_u_cm_np1_ri_med_11,5
hmdb51/v_THE_PROTECTOR_punch_f_cm_np1_ba_med_26,5
hmdb51/v_ThePerfectScore_walk_u_nm_np1_fr_med_9,11
hmdb51/v_HQ_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_le_med_3,0
hmdb51/v_TheLastManOnearth_walk_f_nm_np1_fr_med_53,11
hmdb51/v_TheBoondockSaints_walk_u_cm_np1_fr_bad_119,11
hmdb51/v_TrumanShow_walk_f_cm_np1_ba_med_17,11
hmdb51/v_Return_of_the_King_10_punch_u_cm_np1_ri_med_1,5
hmdb51/v_Julius_Haushammer___Klettern_und_Bouldern___1979_climb_f_cm_np1_ba_med_0,0
hmdb51/v_BoxingTipsHowtoMakeKnucklesStronger_punch_u_cm_np1_ri_goo_5,5
hmdb51/v_Fahrrad_fahren_ride_bike_f_cm_np2_le_med_0,7
hmdb51/v_Redrock_Fencing_Club_Stab_N_Grab_Week_9_fencing_f_cm_np2_ri_bad_5,1
hmdb51/v_TheLastManOnearth_walk_f_cm_np1_ba_med_27,11
hmdb51/v_Push_Ups_1_pushup_f_nm_np1_le_med_2,6
hmdb51/v_Chest_Muscle_Group_for_sexy_arms__shoulders__back_and_abs!_pushup_u_nm_np1_le_goo_1,6
hmdb51/v_HQ_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_fr_med_5,0
hmdb51/v_Radfahren_um_die_Aggertalsperre_06_09_2009_ride_bike_l_cm_np1_ba_med_8,7
hmdb51/v_Pole_climbing_World_Championships_climb_f_nm_np1_le_goo_2,0
hmdb51/v_metacafe_coolsoccer_kick_ball_u_cm_np1_ba_bad_9,3
hmdb51/v_YOUTUBE_PUSH_UP_CHALLENGE_pushup_f_cm_np1_fr_med_1,6
